fid,OBJECTID,FEATURE,NAME,ST_ABBREV,FIPS,PLACE_FIPS,geo_id,city_name,city_pop,fid_2,CSAFP,GEOID,GEOIDFQ,NAME_2,NAMELSAD,LSAD,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,csa_name,csa_pop
"14157","14157",no data,Ellicott City,MD,"24027","26000","2426000","Ellicott City CDP, Maryland","74574","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"14199","14199","10,000 - 49,999",West Des Moines,IA,"19153","83910","1983910","West Des Moines, Iowa","72161","122","218","218",330M700US218,"Des Moines-West Des Moines-Ames, IA","Des Moines-West Des Moines-Ames, IA CSA",M0,G3100,"15230823122","142940485","+41.6188860","-093.5790272","Des Moines-West Des Moines-Ames, IA","917964"
"14244","14244",no data,Columbia,MD,"24027","19125","2419125","Columbia CDP, Maryland","101379","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"14304","14304","50,000 - 99,999",Layton,UT,"49011","43660","4943660","Layton, Utah","83523","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"14317","14317",no data,Glen Burnie,MD,"24003","32650","2432650","Glen Burnie CDP, Maryland","79598","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"14618","14618",no data,Germantown,MD,"24031","32025","2432025","Germantown CDP, Maryland","96698","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"14659","14659","50,000 - 99,999",Gaithersburg,MD,"24031","31175","2431175","Gaithersburg, Maryland","69572","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"14766","14766","10,000 - 49,999",Rockville,MD,"24031","67675","2467675","Rockville, Maryland","67298","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"14947","14947",no data,Silver Spring,MD,"24031","72450","2472450","Silver Spring CDP, Maryland","84996","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"15023","15023",no data,Bethesda,MD,"24031","07125","2407125","Bethesda CDP, Maryland","69966","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"15091","15091","100,000 - 249,999",Salt Lake City,UT,"49035","67000","4967000","Salt Lake City, Utah","209606","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"15195","15195",no data,Reston,VA,"51059","66672","5166672","Reston CDP, Virginia","66070","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"15212","15212","500,000 - 999,999",Washington,DC,"11001","50000","1150000","Washington, District of Columbia","678972","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"15228","15228","100,000 - 249,999",Reno,NV,"32031","60600","3260600","Reno, Nevada","274937","168","456","456",330M700US456,"Reno-Carson City-Gardnerville Ranchos, NV-CA","Reno-Carson City-Gardnerville Ranchos, NV-CA CSA",M0,G3100,"39176924109","952192756","+39.7939800","-119.1255158","Reno-Carson City-Gardnerville Ranchos, NV-CA","699307"
"15229","15229","100,000 - 249,999",West Valley City,UT,"49035","83470","4983470","West Valley City, Utah","134466","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"15244","15244","50,000 - 99,999",Sparks,NV,"32031","68400","3268400","Sparks, Nevada","110301","168","456","456",330M700US456,"Reno-Carson City-Gardnerville Ranchos, NV-CA","Reno-Carson City-Gardnerville Ranchos, NV-CA CSA",M0,G3100,"39176924109","952192756","+39.7939800","-119.1255158","Reno-Carson City-Gardnerville Ranchos, NV-CA","699307"
"15277","15277","250,000 - 499,999",Omaha,NE,"31055","37000","3137000","Omaha, Nebraska","483362","163","420","420",330M700US420,"Omaha-Fremont, NE-IA","Omaha-Fremont, NE-IA CSA",M0,G3100,"12624625024","196337519","+41.3226565","-096.0719096","Omaha-Fremont, NE-IA","1021156"
"15311","15311",no data,Arlington,VA,"51013","03000","5103000","Arlington CDP, Virginia","234162","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"15325","15325","10,000 - 49,999",Yuba City,CA,"06101","86972","0686972","Yuba City, California","68662","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"15391","15391","500,000 - 999,999",Columbus,OH,"39049","18000","3918000","Columbus, Ohio","909074","120","198","198",330M700US198,"Columbus-Marion-Zanesville, OH","Columbus-Marion-Zanesville, OH CSA",M0,G3100,"23235140210","233106332","+39.9480230","-082.7254212","Columbus-Marion-Zanesville, OH","2646917"
"15470","15470","100,000 - 249,999",Alexandria,VA,"51510","01000","5101000","Alexandria, Virginia","155230","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"15483","15483","50,000 - 99,999",West Jordan,UT,"49035","82950","4982950","West Jordan, Utah","114908","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"15552","15552",no data,Sandy,UT,"49035","67440","4967440","Sandy, Utah","91934","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"15607","15607",no data,Centreville,VA,"51059","14440","5114440","Centreville CDP, Virginia","71374","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"15621","15621","10,000 - 49,999",South Jordan,UT,"49035","70850","4970850","South Jordan, Utah","84508","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"15641","15641","50,000 - 99,999",Lafayette,IN,"18157","40788","1840788","Lafayette, Indiana","67406","141","320","320",330M700US320,"Lafayette-West Lafayette-Frankfort, IN","Lafayette-West Lafayette-Frankfort, IN CSA",M0,G3100,"6610772926","32807711","+40.5013107","-086.8997777","Lafayette-West Lafayette-Frankfort, IN","284211"
"15688","15688","100,000 - 249,999",Peoria,IL,"17143","59000","1759000","Peoria, Illinois","113442","37","427","427",330M700US427,"Peoria-Canton, IL","Peoria-Canton, IL CSA",M0,G3100,"8633291428","174446005","+40.7088872","-089.6974658","Peoria-Canton, IL","394781"
"15717","15717","50,000 - 99,999",Muncie,IN,"18035","51876","1851876","Muncie, Indiana","64599","46","294","294",330M700US294,"Indianapolis-Carmel-Muncie, IN","Indianapolis-Carmel-Muncie, IN CSA",M0,G3100,"20231718906","139911687","+39.7916608","-086.0919391","Indianapolis-Carmel-Muncie, IN","2651953"
"15851","15851",no data,Waldorf,MD,"24017","81175","2481175","Waldorf CDP, Maryland","82770","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"16024","16024",no data,Dale City,VA,"51153","21088","5121088","Dale City CDP, Virginia","70529","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"16045","16045","50,000 - 99,999",Bloomington,IL,"17113","06613","1706613","Bloomington, Illinois","78591","50","145","145",330M700US145,"Bloomington-Pontiac, IL","Bloomington-Pontiac, IL CSA",M0,G3100,"5767581166","13780671","+40.6761078","-088.7079235","Bloomington-Pontiac, IL","205761"
"16054","16054","10,000 - 49,999",Lehi,UT,"49049","44320","4944320","Lehi, Utah","90229","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"16272","16272","10,000 - 49,999",Noblesville,IN,"18057","54180","1854180","Noblesville, Indiana","76124","46","294","294",330M700US294,"Indianapolis-Carmel-Muncie, IN","Indianapolis-Carmel-Muncie, IN CSA",M0,G3100,"20231718906","139911687","+39.7916608","-086.0919391","Indianapolis-Carmel-Muncie, IN","2651953"
"16322","16322","50,000 - 99,999",Orem,UT,"49049","57300","4957300","Orem, Utah","95514","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"16343","16343","100,000 - 249,999",Dayton,OH,"39113","21000","3921000","Dayton, Ohio","135507","4","212","212",330M700US212,"Dayton-Springfield-Kettering, OH","Dayton-Springfield-Kettering, OH CSA",M0,G3100,"8060598966","51060115","+40.0142585","-084.1469490","Dayton-Springfield-Kettering, OH","1086998"
"16377","16377","10,000 - 49,999",Rocklin,CA,"06061","62364","0662364","Rocklin, California","73470","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"16434","16434","50,000 - 99,999",Roseville,CA,"06061","62938","0662938","Roseville, California","159126","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"16442","16442","10,000 - 49,999",Carmel,IN,"18057","10342","1810342","Carmel, Indiana","102091","46","294","294",330M700US294,"Indianapolis-Carmel-Muncie, IN","Indianapolis-Carmel-Muncie, IN CSA",M0,G3100,"20231718906","139911687","+39.7916608","-086.0919391","Indianapolis-Carmel-Muncie, IN","2651953"
"16460","16460","100,000 - 249,999",Provo,UT,"49049","62470","4962470","Provo, Utah","113355","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"16462","16462","10,000 - 49,999",Fishers,IN,"18057","23278","1823278","Fishers, Indiana","101789","46","294","294",330M700US294,"Indianapolis-Carmel-Muncie, IN","Indianapolis-Carmel-Muncie, IN CSA",M0,G3100,"20231718906","139911687","+39.7916608","-086.0919391","Indianapolis-Carmel-Muncie, IN","2651953"
"16492","16492","100,000 - 249,999",Lincoln,NE,"31109","28000","3128000","Lincoln, Nebraska","294750","25","339","339",330M700US339,"Lincoln-Beatrice, NE","Lincoln-Beatrice, NE CSA",M0,G3100,"5854560075","56384112","+40.6037908","-096.8090113","Lincoln-Beatrice, NE","366021"
"16543","16543","50,000 - 99,999",Citrus Heights,CA,"06067","13588","0613588","Citrus Heights, California","86238","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"16657","16657","50,000 - 99,999",Folsom,CA,"06067","24638","0624638","Folsom, California","84775","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"16690","16690","50,000 - 99,999",Davis,CA,"06113","18100","0618100","Davis, California","65837","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"16712","16712","50,000 - 99,999",Champaign,IL,"17019","12385","1712385","Champaign, Illinois","89191","32","169","169",330M700US169,"Champaign-Urbana-Danville, IL","Champaign-Urbana-Danville, IL CSA",M0,G3100,"7301715174","16036416","+40.2079118","-088.1151228","Champaign-Urbana-Danville, IL","307260"
"16726","16726",no data,Carmichael,CA,"06067","11390","0611390","Carmichael CDP, California","75718","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"16734","16734","250,000 - 499,999",Sacramento,CA,"06067","64000","0664000","Sacramento, California","526383","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"16805","16805",no data,Rancho Cordova,CA,"06067","59444","0659444","Rancho Cordova, California","82608","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"16939","16939",no data,Indianapolis,IN,"18097","36003","1836003","Indianapolis city (balance), Indiana","874182","46","294","294",330M700US294,"Indianapolis-Carmel-Muncie, IN","Indianapolis-Carmel-Muncie, IN CSA",M0,G3100,"20231718906","139911687","+39.7916608","-086.0919391","Indianapolis-Carmel-Muncie, IN","2651953"
"16995","16995","50,000 - 99,999",Napa,CA,"06055","50258","0650258","Napa, California","77486","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17006","17006","50,000 - 99,999",Vacaville,CA,"06095","81554","0681554","Vacaville, California","102533","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17159","17159",no data,Elk Grove,CA,"06067","22020","0622020","Elk Grove, California","178425","170","472","472",330M700US472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,"18869759946","635445982","+38.9103692","-121.0548638","Sacramento-Roseville, CA","2706315"
"17197","17197","50,000 - 99,999",Fairfield,CA,"06095","23182","0623182","Fairfield, California","120764","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17224","17224","50,000 - 99,999",Greeley,CO,"08123","32155","0832155","Greeley, Colorado","112614","58","216","216",330M700US216,"Denver-Aurora-Greeley, CO","Denver-Aurora-Greeley, CO CSA",M0,G3100,"33814810764","268134143","+39.8155108","-104.7708865","Denver-Aurora-Greeley, CO","3691404"
"17414","17414","100,000 - 249,999",Vallejo,CA,"06095","81666","0681666","Vallejo, California","122796","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17775","17775","100,000 - 249,999",Springfield,IL,"17167","72000","1772000","Springfield, Illinois","112327","16","522","522",330M700US522,"Springfield-Jacksonville-Lincoln, IL","Springfield-Jacksonville-Lincoln, IL CSA",M0,G3100,"8624413169","57745952","+39.7906582","-089.6911566","Springfield-Jacksonville-Lincoln, IL","303113"
"17792","17792","50,000 - 99,999",Richmond,CA,"06013","60620","0660620","Richmond, California","114104","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17801","17801","250,000 - 499,999",Cincinnati,OH,"39061","15000","3915000","Cincinnati, Ohio","311112","118","178","178",330M700US178,"Cincinnati-Wilmington, OH-KY-IN","Cincinnati-Wilmington, OH-KY-IN CSA",M0,G3100,"12416179150","218107301","+39.1026336","-084.4181710","Cincinnati-Wilmington, OH-KY-IN","2313417"
"17806","17806","50,000 - 99,999",Longmont,CO,"08013","45970","0845970","Longmont, Colorado","99306","58","216","216",330M700US216,"Denver-Aurora-Greeley, CO","Denver-Aurora-Greeley, CO CSA",M0,G3100,"33814810764","268134143","+39.8155108","-104.7708865","Denver-Aurora-Greeley, CO","3691404"
"17807","17807","50,000 - 99,999",Pittsburg,CA,"06013","57456","0657456","Pittsburg, California","75790","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17849","17849","100,000 - 249,999",Concord,CA,"06013","16000","0616000","Concord, California","122325","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17861","17861","50,000 - 99,999",Lodi,CA,"06077","42202","0642202","Lodi, California","67675","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17896","17896","50,000 - 99,999",Antioch,CA,"06013","02252","0602252","Antioch, California","117097","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"17971","17971","100,000 - 249,999",Berkeley,CA,"06001","06000","0606000","Berkeley, California","118962","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18000","18000","50,000 - 99,999",Walnut Creek,CA,"06013","83346","0683346","Walnut Creek, California","69151","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18132","18132","10,000 - 49,999",Brentwood,CA,"06013","08142","0608142","Brentwood, California","65115","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18144","18144","500,000 - 999,999",San Francisco,CA,"06075","67000","0667000","San Francisco, California","808988","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18149","18149","250,000 - 499,999",Oakland,CA,"06001","53000","0653000","Oakland, California","436508","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18161","18161","50,000 - 99,999",Boulder,CO,"08013","07850","0807850","Boulder, Colorado","105893","58","216","216",330M700US216,"Denver-Aurora-Greeley, CO","Denver-Aurora-Greeley, CO CSA",M0,G3100,"33814810764","268134143","+39.8155108","-104.7708865","Denver-Aurora-Greeley, CO","3691404"
"18242","18242","50,000 - 99,999",Alameda,CA,"06001","00562","0600562","Alameda, California","75344","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18263","18263","100,000 - 249,999",Stockton,CA,"06077","75000","0675000","Stockton, California","319537","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18278","18278","100,000 - 249,999",Daly City,CA,"06081","17918","0617918","Daly City, California","99838","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18340","18340","10,000 - 49,999",San Ramon,CA,"06013","68378","0668378","San Ramon, California","84942","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18384","18384","50,000 - 99,999",San Leandro,CA,"06001","68084","0668084","San Leandro, California","85785","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18390","18390","10,000 - 49,999",Broomfield,CO,"08014","09280","0809280","Broomfield, Colorado","76860","58","216","216",330M700US216,"Denver-Aurora-Greeley, CO","Denver-Aurora-Greeley, CO CSA",M0,G3100,"33814810764","268134143","+39.8155108","-104.7708865","Denver-Aurora-Greeley, CO","3691404"
"18456","18456","50,000 - 99,999",Bloomington,IN,"18105","05860","1805860","Bloomington, Indiana","74028","1","144","144",330M700US144,"Bloomington-Bedford, IN","Bloomington-Bedford, IN CSA",M0,G3100,"3182998469","57287133","+39.0898578","-086.6013674","Bloomington-Bedford, IN","205958"
"18477","18477",no data,Castro Valley,CA,"06001","11964","0611964","Castro Valley CDP, California","65354","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18525","18525","50,000 - 99,999",Thornton,CO,"08001","77290","0877290","Thornton, Colorado","144889","58","216","216",330M700US216,"Denver-Aurora-Greeley, CO","Denver-Aurora-Greeley, CO CSA",M0,G3100,"33814810764","268134143","+39.8155108","-104.7708865","Denver-Aurora-Greeley, CO","3691404"
"18530","18530","10,000 - 49,999",Dublin,CA,"06001","20018","0620018","Dublin, California","69129","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18536","18536","100,000 - 249,999",Hayward,CA,"06001","33000","0633000","Hayward, California","155672","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18578","18578","100,000 - 249,999",Westminster,CO,"08001","83835","0883835","Westminster, Colorado","114882","58","216","216",330M700US216,"Denver-Aurora-Greeley, CO","Denver-Aurora-Greeley, CO CSA",M0,G3100,"33814810764","268134143","+39.8155108","-104.7708865","Denver-Aurora-Greeley, CO","3691404"
"18657","18657","50,000 - 99,999",Pleasanton,CA,"06001","57792","0657792","Pleasanton, California","74660","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18658","18658","10,000 - 49,999",Manteca,CA,"06077","45484","0645484","Manteca, California","91055","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18662","18662","50,000 - 99,999",San Mateo,CA,"06081","68252","0668252","San Mateo, California","101328","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
"18663","18663","50,000 - 99,999",Livermore,CA,"06001","41992","0641992","Livermore, California","82899","14","488","488",330M700US488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,"31066249585","3498699860","+37.5199829","-121.5755948","San Jose-San Francisco-Oakland, CA","9001024"
